Price,Make,Milage,Year,Body_Sytle,City,State
13445,Honda,42037,2008,Sedan,Wappingers Falls,NY
24280,Chevrolet,17783,2019,SUV,Tallahassee,FL
14590,Ford,30278,2017,Sedan,Philadelphia,PA
24810,Kia,3,2021,Sedan,Pensacola,FL
20170,Toyota,24037,2019,Hatchback,Daytona Beach,FL
63995,Chevrolet,2687,2019,Crew Cab Pickup,Pikeville,KY
15181,Honda,47476,2015,Sedan,Orlando,FL
24500,Dodge,31057,2017,Coupe,Amityville,NY
24557,Subaru,48607,2017,SUV,Richmond,VA
15995,MINI,77104,2016,SUV,Knoxville,TN
22050,Nissan,43142,2017,Sedan,Athens,GA
23414,Subaru,5,2020,Sedan,Pompano,FL
55598,Land Rover,13674,2019,SUV,Irondale,AL
15990,Hyundai,64356,2015,Sedan,Orange City,FL
19988,Mazda,35925,2017,SUV,State College,PA
17645,Honda,5,2020,Hatchback,McDonough,GA
16998,Nissan,30850,2017,SUV,Charlotte,NC
26990,Jaguar,25067,2017,Sedan,Mechanicsville,MD
28818.3103,Nissan,35127,2017,SUV,London,KY
16988,Subaru,23414,2014,Wagon,Sheffield,MA
36919,Subaru,3,2020,SUV,Cortlandt,NY
23071,Jeep,0,2020,SUV,Warrenton,VA
26866,Subaru,0,2020,Sedan,Emerson,NJ
21952,Jeep,10,2020,SUV,Coraopolis,PA
12598,Ford,84243,2016,Sedan,Stroudsburg,PA
33249,Ford,14,2020,Coupe,Fort Pierce,FL
17590,Honda,18909,2017,Sedan,Dalton,GA
34921,Chevrolet,21803,2020,Crew Cab Pickup,Ocala,FL
6800,Ford,115456,2014,SUV,Pennsauken Township,NJ
26654,Chevrolet,2,2020,Wagon,Chantilly,VA
44447,Honda,7,2020,Minivan,Winchester,VA
50000,Jeep,97,2019,SUV,Clarksville,TN
28341,Subaru,121,2020,SUV,Bridgeport,WV
30245,Ford,0,2020,SUV,Johnstown,PA
27799,Honda,79054,2018,Minivan,Greenville,SC
15995,Chevrolet,58656,2016,SUV,Endwell,NY
19590,Ford,41004,2017,SUV,Lancaster,PA
69690,Mercedes-Benz,12363,2019,SUV,Fort Washington,PA
11998,Volkswagen,44517,2015,Sedan,Warner Robins,GA
13495,Nissan,37313,2018,Sedan,Queensbury,NY
28191,Toyota,16651,2017,SUV,Brooklyn,NY
18990,Chevrolet,30374,2017,Wagon,Roanoke,VA
34189,Toyota,46,2020,Sedan,Danbury,CT
15979,Ford,20865,2017,SUV,Rochester,NY
49262,Toyota,5,2019,SUV,Wilson,NC
22782,Mazda,13,2020,Hatchback,Lakeland,FL
19527,Chrysler,38886,2019,Sedan,Stone Mountain,GA
12490,Chevrolet,48550,2015,SUV,Rochester,NY
58431,Jaguar,13,2020,SUV,Tampa,FL
34950,Toyota,72955,2017,Crew Cab Pickup,Mobile,AL
26977,Chevrolet,30355,2017,SUV,Westville,NJ
10495,MINI,32690,2016,Hatchback,Williston,VT
18540,Kia,0,2020,Sedan,Fredericksburg,VA
13990,Hyundai,28650,2017,Sedan,Smiths Station,AL
20912,Kia,10,2021,Hatchback,Conshohocken,PA
19970,Hyundai,26,2020,SUV,Lancaster,PA
28818.3103,Chevrolet,0,2020,Regular Cab Pickup,Paoli,PA
24811,Ford,1882,2020,SUV,Columbiana,OH
21974,Nissan,7,2020,SUV,Coral Springs,FL
37100,Acura,3222,2020,Sedan,Charleston,SC
20998,Nissan,29211,2017,SUV,Ellicott City,MD
19495,Volkswagen,17985,2017,Sedan,Long Island City,NY
16700,Ford,42075,2017,Sedan,Newport News,VA
43910,Chevrolet,6,2020,Crew Cab Pickup,Forest City,PA
49627,Ford,0,2020,SUV,Sterling,VA
19980,Toyota,30033,2019,Sedan,Hagerstown,MD
31220,Jeep,24826,2019,SUV,Miami,FL
19590,Kia,19391,2017,SUV,Philadelphia,PA
21750,Volkswagen,17478,2017,SUV,Colmar,PA
18990,Honda,19744,2017,SUV,Westport,CT
40080,Honda,14,2021,SUV,Birmingham,AL
36284,Nissan,11096,2019,SUV,Panama City,FL
36992,Jeep,29410,2018,SUV,Malvern,PA
26375,Subaru,49078,2017,SUV,Tampa,FL
25111,Mazda,5601,2019,SUV,Hamburg,NY
24990,Dodge,20805,2017,SUV,Ocala,FL
18990,Dodge,90780,2014,SUV,Hickory,NC
106847,Land Rover,2612,2020,SUV,Willow Grove,PA
34890,Dodge,9316,2019,SUV,South Amboy,NJ
18441,Honda,91182,2014,Crew Cab Pickup,Sterling,VA
17310,Nissan,5,2020,Sedan,Lebanon,NH
179900,DeTomaso,70571,1972,Coupe,Farmingdale,NY
28818.3103,Cadillac,3,2020,Sedan,Parkersburg,WV
36500,GMC,29003,2019,SUV,Asheville,NC
26888,Cadillac,15818,2017,Sedan,Pasadena,MD
17000,Chevrolet,5301,2020,Sedan,Jacksonville,FL
6966,Lexus,148444,2003,SUV,Philadelphia,PA
24997,Nissan,11585,2020,SUV,FORT MYERS,FL
16995,Toyota,48370,2017,Sedan,Tallahassee,FL
11995,Acura,79901,2010,SUV,Bergenfield,NJ
31094,Ford,0,2020,SUV,East Ellijay,GA
28818.3103,Subaru,26510,2019,Sedan,Cortland,NY
28818.3103,Honda,149,2020,Hatchback,Clermont,FL
8980,Kia,60026,2016,Sedan,DeLand,FL
30812,Hyundai,5,2020,Sedan,Tupelo,MS
24499,Dodge,0,2020,Sedan,Duluth,GA
15688,Hyundai,17255,2017,Sedan,West Islip,NY
30621,Subaru,1,2021,SUV,Trenton,ME
82250,Lincoln,24,2020,SUV,Doral,FL
28818.3103,Audi,8,2020,SUV,Brooklyn,NY
13133,Toyota,82105,2015,Sedan,Sanford,NC
32360,Mazda,0,2020,SUV,Reading,PA
19990,Toyota,32331,2018,Sedan,Roanoke,VA
46675,Jaguar,10,2020,SUV,West Palm Beach,FL
29846,Ford,3,2020,Crew Cab Pickup,Vero Beach,FL
9800,Nissan,88500,2009,SUV,Stamford,CT
51223,Nissan,0,2020,Crew Cab Pickup,Clarksville,TN
30900,Honda,53462,2017,Crew Cab Pickup,Jacksonville,NC
53999,Cadillac,47081,2019,SUV,Decatur,AL
34990,Nissan,12420,2019,SUV,Syracuse,NY
30435,Subaru,6,2020,SUV,Youngstown,OH
28818.3103,Jeep,45771,2017,SUV,Riverhead,NY
61975,RAM,0,2020,Crew Cab Pickup,Opelika,AL
52700,INFINITI,15,2020,SUV,Knoxville,TN
23959,Toyota,28970,2017,SUV,Avenel,NJ
59690,Volvo,55,2020,Sedan,Greenville,SC
14990,Ford,40234,2017,SUV,Greenville,SC
15126,Volkswagen,35540,2017,Sedan,Ardmore,PA
28818.3103,Chevrolet,602,2020,Crew Cab Pickup,Valdosta,GA
27670,Honda,18,2020,SUV,Vestal,NY
13590,Chevrolet,55041,2014,Hatchback,Westport,CT
30600,Alfa Romeo,17655,2017,Sedan,Birmingham,AL
17900,Ford,52364,2018,Cargo Van,New Holland,PA
14998,Nissan,14323,2018,Sedan,Hoover,AL
69040,Lincoln,142,2020,SUV,Stamford,CT
18433,Hyundai,11,2020,Sedan,Clermont,FL
37940,BMW,37756,2017,Sedan,Sully Station,VA
56820,Chevrolet,5,2020,SUV,Royston,GA
33981,RAM,42345,2017,Crew Cab Pickup,Riverhead,NY
23204,Hyundai,10,2021,SUV,Orlando,FL
8977,Mitsubishi,89804,2011,Coupe,Lilburn,GA
10599,Nissan,56810,2012,Sedan,Virginia Beach,VA
21990,Ford,23068,2017,SUV,State College,PA
20525,Hyundai,14,2020,Hatchback,Cookeville,TN
18806,Ford,25885,2019,Sedan,Richmond,VA
44061,Toyota,4,2021,SUV,Staten Island,NY
13999,Chevrolet,26000,2017,Sedan,Hornell,NY
54000,Chevrolet,19496,2019,Crew Cab Pickup,Royston,GA
14770,Toyota,34036,2019,Sedan,Fort Mill,SC
18700,Audi,35910,2017,Sedan,Triangle,VA
16429,Dodge,37932,2019,Minivan,Melbourne,FL
35209,Subaru,5,2020,SUV,Cary,NC
11991,Chrysler,75171,2015,Sedan,New Hampton,NY
47990,Jeep,3,2020,SUV,Winchester,VA
18590,Lincoln,12593,2014,Sedan,Spartanburg,SC
23163,Toyota,37973,2017,SUV,Spartanburg,SC
27640,Kia,15,2020,SUV,Chamblee,GA
30590,Nissan,17995,2019,SUV,Pittsburgh,PA
12590,Chevrolet,42141,2013,Sedan,Greensboro,NC
21575,Honda,4,2020,Hatchback,Silver Spring,MD
27790,Mazda,35106,2019,SUV,Milton,FL
18590,Ford,34917,2016,SUV,Atlanta,GA
51365,Volvo,58,2020,SUV,Hampton,VA
26495,Volkswagen,19544,2019,SUV,South Chesterfield,VA
10499,Toyota,69651,2009,Sedan,Watertown,NY
27350,Kia,1,2021,Sedan,DeLand,FL
12700,Chevrolet,30611,2019,Sedan,Philadelphia,PA
8495,Honda,162152,2011,SUV,Mount Joy,PA
25382,Hyundai,3224,2020,SUV,Indiana,PA
17498,Buick,43416,2016,Sedan,Birmingham,AL
26200,Honda,29757,2018,SUV,Long Island,NY
29995,Maserati,52275,2013,Sedan,Rochester,NY
23390,Nissan,10,2020,Sedan,Gainesville,FL
30304,Toyota,2,2020,SUV,Lake City,FL
37340,Jeep,10,2020,SUV,Wendell,NC
31366,Ford,3,2020,Crew Cab Pickup,Columbia,MD
11990,Kia,76680,2015,Wagon,Lancaster,PA
20992,Nissan,21949,2017,SUV,Greenville,SC
15570,BMW,46662,2016,Hatchback,Schenectady,NY
15995,Toyota,159159,2011,SUV,Fredericksburg,VA
50000,GMC,26355,2017,SUV,Warner Robins,GA
44525,Hyundai,1,2021,SUV,Johnson City,TN
23070,Ford,36558,2017,SUV,Milton,FL
31000,Alfa Romeo,26902,2018,Sedan,Buford,GA
32700,Volkswagen,12,2020,Sedan,Tupelo,MS
11950,Kia,41947,2018,Hatchback,Sanford,FL
41930,Jeep,9,2020,SUV,Bayside,NY
17000,Honda,47600,2017,Hatchback,Milton,NY
27300,GMC,13271,2019,Cargo Van,Greensboro,NC
62558,Ford,5,2020,Crew Cab Pickup,Edgefield,SC
22591,Dodge,85219,2016,SUV,Old Saybrook,CT
46915,Ford,0,2020,Crew Cab Pickup,Decatur,AL
16900,Hyundai,76659,2017,SUV,Terryville,CT
22475,Nissan,10,2020,Sedan,Manchester,TN
18756,Chevrolet,39755,2019,SUV,Richmond,VA
44292,Lexus,0,2020,SUV,Wilmington,DE
43990,Lexus,5548,2019,SUV,Hagerstown,MD
57996,Nissan,11,2020,SUV,Lakeland,FL
31980,Genesis,14735,2018,Sedan,Miami,FL
49369,Volvo,13,2020,Wagon,Stroudsburg,PA
34890,Nissan,3,2020,SUV,Montgomery,AL
7995,Chevrolet,63166,2014,Sedan,Coral Springs,FL
15797,Kia,25423,2020,Hatchback,FORT MYERS,FL
7988,Lexus,165175,2005,Sedan,Port St Lucie,FL
29000,Toyota,100500,2015,Extended Cab Pickup,Sykesville,MD
26985,Nissan,14492,2019,SUV,Holly Springs,GA
45049,Ford,2,2020,Crew Cab Pickup,King George,VA
29853,Buick,26,2020,SUV,Portsmouth,OH
54337,Ford,14,2020,SUV,Mobile,AL
86920,Porsche,3,2020,Convertible,Davie,FL
23421,Volkswagen,10,2020,SUV,Coconut Creek,FL
10997,Chevrolet,34343,2019,Sedan,Plantation,FL
36134,RAM,30359,2018,Crew Cab Pickup,Oneida,NY
28818.3103,Honda,43284,2017,SUV,Albemarle,NC
17989,Toyota,147572,2010,SUV,Christiansburg,VA
29650,Hyundai,5,2021,SUV,Naples,FL
21000,Lexus,34410,2014,Sedan,Winter Park,FL
13590,Volkswagen,27083,2014,Sedan,Greensboro,NC
16888,Toyota,31342,2017,Sedan,Cortlandt,NY
25285,Mazda,34,2020,SUV,Middletown,NY
19590,Chevrolet,19459,2018,SUV,Bridgeton,NJ
22869,Buick,6,2020,SUV,Emmaus,PA
21348,Jeep,10,2020,SUV,Waynesboro,GA
28818.3103,Nissan,36590,2017,Sedan,Long Island City,NY
31695,Volvo,28035,2019,Sedan,Annapolis,MD
27435,RAM,78086,2018,Crew Cab Pickup,Kernersville,NC
27580,Hyundai,10,2020,Hatchback,Columbia,TN
33997,Chrysler,26369,2019,Sedan,Milford,PA
4550,smart,24000,2012,Coupe,Smyrna, TN
39995,Lexus,29872,2018,SUV,Pelham,AL
62487,Ford,30,2020,Crew Cab Pickup,Apopka,FL
37566,Ford,7,2020,Crew Cab Pickup,Cleveland,TN
143020,Porsche,14,2020,SUV,Mobile,AL
33178,Nissan,9871,2020,SUV,Lewisburg,PA
5429,Honda,178122,2006,Sedan,Richmond,VA
16590,Kia,28281,2017,Sedan,Atlanta,GA
37663,Ford,7,2020,Convertible,Christiansburg,VA
22995,Lincoln,114941,2015,SUV,Raleigh,NC
20912,Honda,14571,2019,Coupe,Hagerstown,MD
22999,Nissan,18332,2020,SUV,Philadelphia,PA
21197,Ford,6,2020,SUV,Pell City,AL
38349,Nissan,12,2020,Crew Cab Pickup,Winchester,VA
47448,Chevrolet,7,2020,Crew Cab Pickup,Dawsonville,GA
20590,Toyota,14433,2018,Sedan,Washington,VA
12990,Kia,22972,2017,Sedan,Lakeland,FL
56391,Lincoln,2412,2020,SUV,Franklin,TN
45704,Nissan,6,2020,Crew Cab Pickup,Tampa,FL
30998,GMC,13512,2017,SUV,Rochester,NY
21985,Nissan,7,2020,Sedan,Coral Springs,FL
25000,Kia,2112,2020,SUV,Franklin,TN
8985,Mitsubishi,34318,2018,Hatchback,Sanford,FL
43035,Kia,6,2020,Sedan,Duluth,GA
35000,Cadillac,6401,2018,SUV,Bay Shore,NY
16360,Ford,27160,2017,Sedan,Hagerstown,MD
11972,Honda,120576,2013,Coupe,Ripley,MS
10629,Mitsubishi,18886,2017,Sedan,Goshen,NY
16590,Chevrolet,11381,2017,SUV,Orange City,FL
32160,Buick,5,2020,SUV,Dover,DE
16590,Acura,58279,2012,Sedan,Johnstown,PA
21900,Ford,34296,2019,SUV,Rahway,NJ
20590,FIAT,664,2019,Hatchback,Philadelphia,PA
17590,Nissan,25686,2017,SUV,Roanoke,VA
29990,Nissan,18376,2019,SUV,Port St. Lucie,FL
28997,Ford,49228,2017,Crew Cab Pickup,Gadsden,AL
41237,Ford,5,2020,SUV,Martinsville,VA
26210,Hyundai,0,2020,SUV,Fort Walton Beach,FL
48090,Chevrolet,0,2020,Crew Cab Pickup,Hoover,AL
24990,Buick,27960,2017,SUV,Wheeling,WV
27124,Ford,4,2020,Regular Cab Pickup,New Smyrna Beach,FL
56469,RAM,125,2020,Crew Cab Pickup,Davenport,FL
38389,Toyota,0,2020,Sedan,Tuscumbia,AL
24000,Hyundai,6,2021,SUV,Rome,GA
34390,Chevrolet,18403,2018,Extended Cab Pickup,Cleveland,TN
29870,BMW,21449,2020,Sedan,Fort Myers,FL
24477,RAM,16,2020,Cargo Van,Youngstown,OH
19714,Nissan,20,2020,Sedan,Savannah,GA
30500,Jeep,45565,2017,SUV,Poughkeepsie,NY
28818.3103,Honda,33360,2017,Sedan,Philadelphia,PA
20998,Nissan,35530,2019,Sedan,Jacksonville,FL
29990,Hyundai,27578,2017,SUV,Pelham,AL
19003,Ford,12,2020,Sedan,Columbia,SC
16978,GMC,62924,2017,SUV,Fairfax,VA
24700,Alfa Romeo,30054,2017,Sedan,Fort Lee,NJ
32844,Toyota,0,2020,Sedan,East Stroudsburg,PA
25025,Hyundai,5,2021,SUV,Rome,GA
21999,Jeep,13948,2017,SUV,McMurray,PA
1510,Ford,5,2020,Coupe,Tarpon Springs,FL
14990,Ford,36178,2017,Sedan,Pittsburgh,PA
29280,Jeep,15377,2018,SUV,Melbourne,FL
9950,Honda,113333,2010,SUV,Greenville,NC
17997,Toyota,26523,2020,Sedan,PENSACOLA,FL
22999,Honda,13011,2018,Sedan,Langhorne,PA
14990,Ford,55042,2018,Sedan,Dothan,AL
17990,Honda,51433,2013,SUV,Miami Springs,FL
17300,Lexus,120508,2013,SUV,Pelham,AL
44965,Volvo,5,2020,SUV,Marietta,GA
12950,BMW,119000,2011,Convertible,Chesterfield,VA
37897,RAM,1,2020,Crew Cab Pickup,Hampton,VA
23330,Buick,9,2020,SUV,Orlando,FL
16080,Nissan,36787,2017,SUV,Tampa,FL
56390,RAM,0,2020,Crew Cab Pickup,Cheshire,MA
16999,Mitsubishi,21480,2017,SUV,West Mifflin,PA
43994,Lincoln,22840,2017,SUV,Philadelphia,PA
98340,Audi,10,2020,Hatchback,Roswell,GA
42320,Nissan,7,2020,SUV,Athens,GA
13990,Ford,31620,2017,Sedan,Decatur,AL
45890,GMC,3,2020,SUV,Columbia,SC
39895,Hyundai,10,2020,SUV,Pikeville,KY
28818.3103,Chevrolet,2,2020,SUV,Ransomville,NY
19987,Mazda,11886,2020,Sedan,Orlando,FL
36510,Chevrolet,15,2020,SUV,Sanford,FL
22280,Jeep,35657,2019,SUV,Marvin,NC
16990,Chevrolet,10056,2017,SUV,Port St. Lucie,FL
16483,Chevrolet,2452,2020,SUV,Plant City,FL
51440,Jeep,12,2020,SUV,Raleigh,NC
21645,Kia,25,2020,Sedan,Hollywood,FL
28495,Ford,36864,2017,SUV,Fort Myers,FL
10000,Toyota,120695,2008,SUV,Glen Mills,PA
28818.3103,Ford,62,2020,SUV,Elkton,MD
31000,Subaru,4700,2020,Sedan,West Palm Beach,FL
8900,Ford,45339,2011,Sedan,Brentwood,TN
14879,Kia,46548,2018,Sedan,Clearwater,FL
37996,Nissan,10,2020,SUV,Muncy,PA
28818.3103,Hyundai,248,2020,SUV,Williamsburg,VA
35083,Subaru,3,2020,SUV,St James,NY
37895,Chevrolet,3,2020,SUV,West Babylon,NY
44495,Chevrolet,0,2020,SUV,Toccoa,GA
19662,Honda,30890,2017,Sedan,Bradenton,FL
32116,Hyundai,0,2020,Sedan,Frederick,MD
17990,Ford,33070,2017,SUV,Titusville,FL
37745,Lincoln,34,2020,Sedan,Getzville,NY
18990,Buick,23366,2017,SUV,Hagerstown,MD
32749,Dodge,36572,2017,SUV,Lakeland,FL
8991,Honda,89761,2008,SUV,Brooksville,FL
29768,Honda,7,2020,SUV,Woodstock,GA
42638,Toyota,2,2020,SUV,Virginia Beach,VA
16370,Nissan,35456,2017,SUV,Miami,FL
89555,Cadillac,0,2020,SUV,Farmingdale,NY
20990,Cadillac,45237,2017,Sedan,Ocala,FL
20567,Honda,10,2020,Coupe,Stuart,FL
9600,Volkswagen,102985,2013,SUV,Alpharetta,GA
29955,Acura,34351,2017,SUV,Clearwater,FL
10837,Nissan,60019,2015,SUV,Davie,FL
19870,Hyundai,36092,2017,Sedan,Binghamton,NY
43815,RAM,4,2020,Crew Cab Pickup,Albany,NY
25650,Hyundai,5,2020,SUV,Baltimore,MD
33490,Chevrolet,7237,2018,SUV,New Bethlehem,PA
6699,Honda,167993,2007,SUV,Bowie,MD
43121,Ford,20942,2017,Crew Cab Pickup,Parkville,MD
33851,Nissan,6,2019,Hatchback,Wilton,CT
29038,Mitsubishi,16,2020,SUV,Carbondale,PA
24542,Toyota,10,2020,Sedan,Southern Pines,NC
28818.3103,Mitsubishi,7,2020,SUV,Fairless Hills,PA
52925,Acura,7,2020,SUV,Gainesville,FL
28818.3103,Chevrolet,163105,2015,Crew Cab Pickup,Cullman,AL
17490,Honda,22559,2018,Sedan,Barnstable,MA
28998,Toyota,3435,2020,Crew Cab Pickup,Marietta,GA
18488,Subaru,4179,2019,Sedan,Sheffield,MA
35970,Honda,1,2020,SUV,Lebanon,PA
14590,Ford,40874,2018,Sedan,Hilton Head Island,SC
38826,Honda,7,2020,Crew Cab Pickup,Rome,GA
45123,RAM,16,2019,Crew Cab Pickup,Mt Dora,FL
13590,Hyundai,61131,2016,Sedan,Macon,GA
14500,Volkswagen,21923,2017,Sedan,Jacksonville,FL
28818.3103,Volkswagen,46415,2013,Sedan,Canonsburg,PA
17590,Hyundai,31710,2017,Sedan,Hagerstown,MD
24960,Subaru,1,2021,SUV,North Franklin,CT
15100,Volkswagen,37129,2019,Sedan,Bethesda,MD
15874,Toyota,2499,2019,Sedan,McDonough,GA
15488,FIAT,27556,2017,SUV,Westbury,NY
27800,Hyundai,6,2021,SUV,Schenectady,NY
23540,Nissan,30359,2017,SUV,Swarthmore,PA
35094,Honda,47,2020,Sedan,West Chester,PA
50710,RAM,3,2020,Crew Cab Pickup,Staten Island,NY
27590,Chevrolet,83892,2013,SUV,Miami Springs,FL
2988,Dodge,182512,2011,Sedan,Hagerstown,MD
51500,Audi,9763,2019,Convertible,Rockville,MD
35435,Mazda,6,2020,SUV,Miami,FL
19995,Kia,21064,2017,Sedan,Newport News,VA
25800,Mercedes-Benz,30450,2019,SUV,Schenectady,NY
25986,Toyota,5,2020,Hatchback,Lockport,NY
15780,Ford,29048,2019,Sedan,Norfolk,VA
44470,GMC,38224,2019,SUV,Charleston,WV
12492,Ford,117783,2010,Crew Cab Pickup,Tampa,FL
15777,Toyota,5371,2018,Sedan,Delray Beach,FL
13998,Kia,24810,2019,Sedan,Raleigh,NC
34977,Chevrolet,4755,2007,Convertible,New Smyrna Beach,FL
27200,Dodge,29698,2017,Sedan,Utica,NY
16620,Mitsubishi,35252,2019,SUV,Norfolk,VA
12990,Kia,21746,2017,Sedan,Winston-Salem,NC
46247,Chevrolet,5,2020,Crew Cab Pickup,Scottsboro,AL
25590,Lexus,32512,2017,SUV,Orange City,FL
12900,Ford,121079,2011,Regular Cab Pickup,Raleigh,NC
39900,Audi,37309,2017,SUV,North Miami,FL
18284,Toyota,8793,2019,Sedan,Charlottesville,VA
32924,Mazda,3050,2019,SUV,West Chester,PA
25990,Ford,24059,2019,SUV,Blacksburg,VA
22620,INFINITI,21056,2017,SUV,Hagerstown,MD
25657,Toyota,1,2020,Sedan,Columbia,TN
34988,Toyota,20861,2017,SUV,Selinsgrove,PA
9946,Chevrolet,90811,2014,Sedan,Port St Lucie,FL
27155,Ford,10,2020,Cargo Van,Alabaster,AL
16591,Honda,29839,2017,SUV,Orlando,FL
283600,McLaren,122,2019,Coupe,Atlanta,GA
35916,Nissan,316,2020,SUV,East Rochester,NY
21710,Chevrolet,35509,2019,Passenger Van,Tampa,FL
16483,Chevrolet,3714,2020,SUV,Plant City,FL
28435,Chevrolet,31,2020,SUV,Orchard Park,NY
9000,Volkswagen,72718,2014,Sedan,Gastonia,NC
13590,Kia,38282,2017,Hatchback,Bohemia,NY
15995,Ford,101002,2016,SUV,Victor,NY
20985,Hyundai,7528,2019,SUV,Charlottesville,VA
19077,Ford,18412,2017,SUV,Nokomis,FL
16490,Chevrolet,141301,2011,SUV,Tallahassee,FL
29980,Mercedes-Benz,26260,2020,SUV,Bethesda,MD
14498,Jeep,38602,2016,SUV,Rockville Centre,NY
37000,Nissan,36000,2017,SUV,Raleigh,NC
79830,Mercedes-Benz,11,2020,SUV,Pembroke Pines,FL
20450,Kia,10,2020,Sedan,Newark,DE
48329,Lincoln,11,2020,Sedan,Springfield,PA
39750,Ford,114,2020,SUV,Albany,NY
27690,Mazda,0,2020,SUV,Wantagh,NY
32405,Hyundai,9,2021,SUV,Roswell,GA
10990,Hyundai,78780,2015,Sedan,Albany,NY
12434,Subaru,103153,2015,SUV,Franklin,TN
15897,Chevrolet,0,2020,SUV,LEONARDTOWN,MD
37080,RAM,7,2020,Crew Cab Pickup,Clanton,AL
9900,Nissan,112101,2013,Minivan,Conway,SC
19291,Lexus,85580,2013,SUV,Wilmington,DE
54500,Ford,5,2020,SUV,Dillsburg,PA
28985,Chevrolet,21313,2017,SUV,Lancaster,SC
38300,Audi,5,2020,SUV,Fort Lauderdale,FL
41690,Mercedes-Benz,24403,2018,Sedan,Daytona Beach,FL
46235,Genesis,32,2020,Sedan,Plantation,FL
14500,Nissan,38376,2017,Sedan,Stuart,FL
37990,Toyota,2758,2020,Crew Cab Pickup,Dalton,GA
28818.3103,Toyota,143195,2006,SUV,Brooklyn,NY
68070,Ford,50,2020,Crew Cab Pickup,Apopka,FL
89500,Maserati,0,2020,Sedan,Vienna,VA
38917,Ford,7,2020,Crew Cab Pickup,Belmont,NC
24820,INFINITI,26720,2017,Sedan,Bethesda,MD
20946,Hyundai,13,2020,Hatchback,Orlando,FL
41874,Dodge,14,2020,Coupe,Souderton,PA
13350,Nissan,18353,2017,Sedan,Rosedale,MD
16990,Ford,19564,2017,SUV,Trenton,NJ
30990,Honda,43817,2018,SUV,Hagerstown,MD
17299,Mazda,13884,2017,Sedan,Winchester,VA
61110,Porsche,12,2020,SUV,West Palm Beach,FL
51845,Ford,27,2020,Crew Cab Pickup,Dickson City,PA
34552,Toyota,10,2020,Sedan,Harrisburg,PA
12500,Nissan,134204,2010,Crew Cab Pickup,Somerset,PA
13795,Toyota,132926,2014,Minivan,Winter Park,FL
38069,Jaguar,1555,2020,Sedan,Sarasota,FL
22709,Hyundai,10,2020,SUV,Pikeville,KY
42894,Toyota,0,2020,SUV,Westminster,MD
21771,Nissan,4894,2020,SUV,North Charleston,SC
12490,Toyota,52662,2014,Sedan,Owego,NY
34488,Lexus,50243,2017,SUV,Macon,GA
18590,Honda,73520,2017,SUV,Smiths Station,AL
32563,Subaru,20,2020,SUV,Brockport,NY
28818.3103,Acura,8,2020,SUV,Delray Beach,FL
12900,Ford,110908,2005,Coupe,Starkville,MS
41590,Ford,5159,2019,Crew Cab Pickup,Philadelphia,PA
17490,Toyota,31520,2017,Sedan,Frederick,MD
50475,Lexus,5,2020,Sedan,Raleigh,NC
15500,Toyota,70285,2015,Sedan,Falls Church,VA
37255,RAM,3250,2020,Crew Cab Pickup,Jacksonville,FL
43930,Volkswagen,9,2021,SUV,Norristown,PA
19800,Ford,36477,2019,Sedan,Falls Church,VA
59500,Mercedes-Benz,19817,2019,SUV,Tuscalooaa,AL
28818.3103,Lexus,18410,2019,Sedan,Charlotte,NC
31884,Toyota,8855,2017,SUV,Holiday,FL
28818.3103,Kia,160582,2012,SUV,Leesburg,FL
15400,Volkswagen,32567,2017,SUV,Wilmington,DE
41658,Jeep,5,2020,SUV,Orangeburg,SC
19990,Jeep,71892,2016,SUV,Birmingham,AL
14040,Toyota,37828,2017,Sedan,Charleston,SC
15980,Ford,39310,2016,SUV,Heidelberg,PA
50040,Lexus,10,2020,Coupe,Middletown,NY
39690,Chevrolet,0,2020,Wagon,Fort Payne,AL
47500,Dodge,21251,2004,Coupe,Glen Burnie,MD
35630,Chevrolet,1,2020,SUV,Old Bridge,NJ
67991,Porsche,6252,2019,SUV,Asheville,NC
53445,Ford,0,2020,Crew Cab Pickup,Valdese,NC
18054,Hyundai,8,2020,Sedan,Plantation,FL
20590,Ford,79371,2015,SUV,Binghamton,NY
37995,INFINITI,11740,2019,SUV,Edison,NJ
28645,Toyota,45473,2016,SUV,Orchard Park,NY
68190,RAM,0,2020,Crew Cab Pickup,Kernersville,NC
35370,Chevrolet,51,2020,SUV,Grand Island,NY
10000,Ford,86564,2012,Sedan,Trussville,AL
19777,Chevrolet,25694,2017,SUV,Owings Mills,MD
14795,GMC,34544,2017,SUV,Miami,FL
34789,Ford,37159,2017,Crew Cab Pickup,Charlotte,NC
16995,Toyota,28009,2013,Sedan,Bradenton,FL
34997,Jeep,30228,2019,SUV,Milford,PA
23901,Hyundai,0,2020,SUV,Woodbridge,VA
52900,Lincoln,10,2020,SUV,St James,NY
17778,Nissan,10,2020,Sedan,Upper Saddle River,NJ
20988,Chevrolet,60291,2016,SUV,Muncy,PA
30200,RAM,52178,2017,Crew Cab Pickup,New Smyrna Beach,FL
28818.3103,Toyota,0,2020,SUV,Holiday,FL
35995,RAM,34863,2019,Crew Cab Pickup,Mt Airy,NC
19563,Cadillac,54349,2017,Sedan,Hagerstown,MD
15590,Nissan,22011,2019,Sedan,Winston-Salem,NC
77290,GMC,10,2021,SUV,Miami,FL
19996,Nissan,37504,2018,Extended Cab Pickup,Mobile,AL
